principio,cnpj,Laboratorio,codigoGGREM,registro,ean,nome,apresentacao,classeTerapeutica
CLORIDRATO DE FEXOFENADINA,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074011119411,1018105940060,7896422521185,RAFEX,60 MG COM REV CT BL AL PLAS INC X 20,R06A0 - ANTI-HISTAMÍNICOS SISTÊMICOS
CLORIDRATO DE FEXOFENADINA,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074012115418,1018105940044,7896422521161,RAFEX,60 MG COM REV CT BL AL PLAS INC X 5,R06A0 - ANTI-HISTAMÍNICOS SISTÊMICOS
CLORIDRATO DE FEXOFENADINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502816501139318,1130002580326,7891058004347,ALLEGRA PEDIATRICO,6 MG/ML SUS OR CT FR PLAS AMB X 60 ML + SER DOSAD SABOR FRAMBOESA,R06A0 - ANTI-HISTAMÍNICOS SISTÊMICOS
CLORIDRATO DE FEXOFENADINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502816502135316,1130002580369,7891058004354,ALLEGRA PEDIATRICO,6 MG/ML SUS OR CT FR PLAS AMB X 150 ML + SER DOSAD SABOR FRAMBOESA,R06A0 - ANTI-HISTAMÍNICOS SISTÊMICOS
CLORIDRATO DE FINGOLIMODE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532501115315,1006810760031,7896261017559,GILENYA,"0,5 MG CAP GEL DURA CT BL AL PLAS INC X 28",N07X0 - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL
CLORIDRATO DE FINGOLIMODE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532502111313,1006810760023,7896261017542,GILENYA,"0,5 MG CAP GEL DURA CT BL AL PLAS INC X 14",N07X0 - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL
CLORIDRATO DE FINGOLIMODE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532503118311,1006810760058,7896261017597,GILENYA,"0,5 MG CAP GEL DURA CT BL AL PLAS INC X 84",N07X0 - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL
CLORIDRATO DE FLUOXETINA,03.108.098/0001-93,BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA - ME,543015060000406,1489600010050,7898559950159,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 500 (EMB HOSP) ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.115.437/0001-73,LABORATÓRIO GLOBO LTDA,517615060022206,1053501800022,7898060134529,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA BL AL PLAS TRANS X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,33.069.212/0001-84,MERCK S/A,525415120047106,1008903860032,7891721274022,CLORIDRATO DE FLUOXETINA,20 MG COM REV CT  BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531601106115417,1356905980034,7894916502344,DAFORIN,20 MG COM REV CT BL AL PVC INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531601107111415,1356905980042,7894916203524,DAFORIN,20 MG COM REV CT BL AL PVC INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531606604113115,1356902380222,7894916141413,CLORIDRATO DE FLUOXETINA,20 MG COM REV CT BL AL PLAS OPC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531613020068803,1356905980220,7894916509497,DAFORIN,20 MG COM REV CT BL AL PLAS TRANS X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538814802116112,1677303270073,7894916141567,CLORIDRATO DE FLUOXETINA,20 MG COM REV CT BL AL PLAS OPC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,33.069.212/0001-84,MERCK S/A,525407601111416,1008902490037,7891721000737,PSIQUIAL,20 MG COM REV CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,33.069.212/0001-84,MERCK S/A,525407602116411,1008902490029,7891721000720,PSIQUIAL,20 MG COM REV CT BL AL PLAS INC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020034706,1103901860014,7895005805223,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 7 ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020034806,1103901860022,7895005805230,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 10,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020034906,1103901860030,7895005805247,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035006,1103901860049,7895005805254,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035106,1103901860057,7895005805261,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 21,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035206,1103901860065,7895005805278,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035306,1103901860073,7895005805285,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035406,1103901860081,7895005805292,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS INC X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035506,1103901860091,7895005805308,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 7 ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035606,1103901860103,7895005805315,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 10,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035706,1103901860111,7895005805322,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035806,1103901860121,7895005805339,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020035906,1103901860138,7895005805346,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 21,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020036006,1103901860146,7895005805353,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020036106,1103901860154,7895005805360,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015020036206,1103901860162,7895005805377,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116901115110,1058303760238,7896004711799,CLORIDRATO DE FLUOXETINA,20MG COM REV CT BL AL PLAS OPC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507602301113311,1126000070055,7896382700378,PROZAC,20 MG CAP GEL DURA CT BL AL PLAS INC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531601103116412,1356905980093,7894916203517,DAFORIN,10 MG CAP GEL DURA CT BL AL PVC INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116905110113,1058305180123,7896004720425,CLORIDRATO DE FLUOXETINA,10 MG CAP GEL DURA CT BL AL PLAS INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116906117111,1058305180141,7896004720449,CLORIDRATO DE FLUOXETINA,10 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,57.507.378/0001-01,EMS S/A,507714007111119,1023508180141,7896004720432,CLORIDRATO DE FLUOXETINA,10 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,57.507.378/0001-01,EMS S/A,507714008116114,1023508180125,7896004720418,CLORIDRATO DE FLUOXETINA,10 MG CAP GEL DURA CT BL AL PLAS INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007403116413,1004305170064,7891317412982,FLUXENE,10 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007404112411,1004305170056,7891317439736,FLUXENE,10 MG CAP GEL DURA CT BL AL PLAS INC X 14 ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508015120110106,1004311590053,7891317160920,CLORIDRATO DE FLUOXETINA,10 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531601104112410,1356905980018,7894916203548,DAFORIN,20 MG CAP GEL DURA CT BL AL PVC INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531601105119419,1356905980077,7894916203500,DAFORIN,20 MG CAP GEL DURA CT BL AL PVC INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,03.108.098/0003-55,BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA,543114040000006,1489600010018,7898559950111,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 7,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,03.108.098/0003-55,BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA,543114040000106,1489600010026,7898559950128,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,03.108.098/0003-55,BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA,543114040000206,1489600010034,7898559950135,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,03.108.098/0003-55,BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA,543114040000306,1489600010042,7898559950142,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 70 (EMB HOSP) ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500114100016806,1516700430011,7898361882297,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 7,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500114100016906,1516700430028,7898361882334,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500114100017006,1516700430036,7898361882310,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500115030017906,1516700430044,7898361882303,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 70 (EMB HOSP),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538814120050506,1677302800168,7894916146029,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS OPC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538814801111117,1677302800151,7894916141413,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS OPC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504612070013706,1558403010054,7896714223674,CLORIDRATO DE FLUOXETINA,20 MG CAP DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536200201118111,1565100070010,7898910350017,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PVC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536202201115410,1565100140019,7898910350178,ZYFLOXIN,20 MG CAP GEL DURA CT BL AL PVC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525067205116111,1832602050019,7896422513753,CLORIDRATO DE FLUOXETINA,20 MG CAP DURA CT BL AL PLAS TRANS X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525067206112111,1832602050027,7896422513760,CLORIDRATO DE FLUOXETINA,20 MG CAP DURA CT BL AL PLAS TRANS X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,546716050110006,1832602050043,7896422513784,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520712100084403,1037001770017,7896112145332,PROZEN,20 MG CAP GEL DURA CT BL AL PLAS INC X 7,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520716030101006,1037004870039,7896112125617,CLORIDRATO DE FLUOXETINA (PORT 344/98 - LISTA C1),20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520716050102303,1037006570032,7896112145332,PROZEN,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520717702118415,1037001770033,7896112145356,PROZEN,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520717703114413,1037001770051,7896112121596,PROZEN,20 MG CAP GEL DURA CT BL AL PLAS INC X 100 (EMB HOSP),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520726901111118,1037004870020,7896112123316,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520726902116113,1037004870063,7896112125723,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 70(EMB HOSP),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511611802111116,1134301690037,7898123909088,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511611803116111,1134301690053,7898123909095,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 500 (EMB HOSP),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,33.408.105/0001-33,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA,510808001115412,1201900690018,7897852902407,DEPOFLOX,20 MG CAP GEL DURA CT 4 BL AL PLAS INC X 7,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510012060010806,1103901600012,7895005801423,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CX 50 BL AL PLAS INC X 10 (EMB HOSP),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507602302111310,1126000070071,7896382701764,PROZAC,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507602306115310,1126000070136,7896382700361,PROZAC,20 MG CAP GEL DURA CT BL AL PLAS INC X 7,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507602307111319,1126000070187,7896382706677,PROZAC,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507616080019903,1126000070217,7896382707858,PROZAC,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 15 (PORT 344/98 L-C1),N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506719701113411,1029801970036,7896676411812,FLUOXETIN,20 MG CAP GEL DURA CX BL AL PLAS INC X 500,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116904114115,1058303800061,7896004711096,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521103901110111,1121302280019,7896181902041,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,57.507.378/0001-01,EMS S/A,507714001111117,1023504640032,7896004700649,CLORIDRATO DE FLUOXETINA,20 MG 2BL X 7 CAPS,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,57.507.378/0001-01,EMS S/A,507714002118115,1023504640083,7896004700632,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,57.507.378/0003-65,EMS S/A,541812080003706,1023504640067,7896004744360,CLORIDRATO DE FLOUXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533003601119412,1049702180023,7896006243472,DEPRESS,20 MG CAP GEL DURA CT BL AL PLAS INC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533003602115410,1049702180031,7896006243489,DEPRESS,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522714080040604,1211003160010,7891045021067,FLOZURA,20 MG CAP DURA CT BL AL PLAS TRANS X 10,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522714080040704,1211003160029,7891045021074,FLOZURA,20 MG CAP DURA CT BL AL PLAS TRANS X 15,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522714080040804,1211003160037,7891045021081,FLOZURA,20 MG CAP DURA CT BL AL PLAS TRANS X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522714080040904,1211003160045,7891045012850,FLOZURA,20 MG CAP DURA CT BL AL PLAS TRANS X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522714080041004,1211003160053,7891045021098,FLOZURA,20 MG CAP DURA CT BL AL PLAS TRANS X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007401113417,1004305170021,7891317000363,FLUXENE,20 MG CAP GEL DURA CT BL AL PLAS INC X 14,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007402111418,1004305170031,7891317000370,FLUXENE,20 MG CAP GEL DURA CT BL AL PLAS INC X 28,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013050097203,1004305170153,7891317103033,FLUXENE,20 MG CAP GEL DURA  CT BL AL PLAS INC X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508015120110206,1004311590037,7891317160920,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA  CT BL AL PLAS INC X 28 ,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508015120110306,1004311590101,7891317160944,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA  CT BL AL PLAS INC X 60,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511504102114113,1004702900026,7897595601865,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511504103110111,1004702900034,7897595605092,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 20,N06A4 - ANTI-DEPRESSIVOS SSRI
CLORIDRATO DE FLUOXETINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529912050037906,1235200760077,7897076913579,CLORIDRATO DE FLUOXETINA,20 MG CAP GEL DURA CT BL AL PLAS INC X 30,N06A4 - ANTI-DEPRESSIVOS SSRI
